rowid;name;force;level;mechanic;equipment;primaryMuscles;secondaryMuscles;instructions;category;images;id
372;Kettlebell Arnold Nyomás;push;intermediate;compound;Kettlebell;[2];[6];"[Tisztítsa meg a vízforralót a vállához. Tisztítsa meg a kettlebell-et a vállához úgy, hogy a lábakon és a csípőn keresztül húzza ki, miközben a kettlebellet a válla felé emeli. A tenyérnek befelé kell néznie. „; „Egyenesen előre nézve; nyomja ki a vízforralót ki és feje felé; forgassa el a csuklóját úgy, hogy a tenyere előre nézzen a mozgás tetején. „; „Helyezze vissza a vízforralót a kiindulási helyzetbe; a tenyerével befelé nézve.]";strength;"[""Kettlebell_Arnold_Press/0.jpg""; ""Kettlebell_Arnold_Press/1.jpg""]";Kettlebell_Arnold_Press
373;Kettlebell Tiszta Felhúzás;pull;intermediate;compound;Kettlebell;[5];"[10; 13; 11; 1; 14]";"[Helyezze a kettlebell-t a lábad közé. A kiindulási helyzetbe kerüléshez nyomja vissza a fenekét, és nézzen egyenesen előre. „; „Tisztítsa meg a vízforralót a vállához. Tisztítsa meg a kettlebell-et a válláig úgy, hogy a lábakon és a csípőn keresztül húzza ki, miközben a kettlebellet a válla felé emeli. A csuklónak ennek során forognia kell. „; „Engedje le a vízforralót; tartsa terhelve a hátát úgy, hogy egyenesen tartsa a hátát és a fenekét kint.]";strength;"[""Kettlebell_Dead_Clean/0.jpg""; ""Kettlebell_Dead_Clean/1.jpg""]";Kettlebell_Dead_Clean
374;Kettlebell 8-as Mozdulat;pull;intermediate;;Kettlebell;[3];"[5; 2]";"[Helyezzen egy vízforralót a lábai közé, és legyen szélesebb, mint a vállszélesség. Hajoljon meg úgy, hogy kinyomja a fenekét, és síkban tartsa a hátát. „; „Vedd fel egy vízforralót, és add át a másik kezednek a lábad között. A fogadó keznek a lábak mögül kell nyúlnia. Menj oda-vissza több ismétléshez.”";strength;"[""Kettlebell_Figure_8/0.jpg""; ""Kettlebell_Figure_8/1.jpg""]";Kettlebell_Figure_8
375;Kettlebell Lógó Clean;pull;intermediate;compound;Kettlebell;[5];"[10; 13; 11; 2; 14]";"[Helyezze a kettlebell-t a lábad közé. A kiindulási helyzetbe kerüléshez nyomja vissza a fenekét, és nézzen egyenesen előre. „; „Tisztítsa meg a vízforralót a vállához. Tisztítsa meg a kettlebell-et a válláig úgy, hogy a lábakon és a csípőn keresztül húzza ki, miközben a kettlebellet a válla felé emeli. A csuklónak ennek során forognia kell. „; „Engedje le a kettlebell-et lógó helyzetbe a lábad között, miközben terhelve tartsa a hamstringokat. Mindig tartsa fel a fejét.”";strength;"[""Kettlebell_Hang_Clean/0.jpg""; ""Kettlebell_Hang_Clean/1.jpg""]";Kettlebell_Hang_Clean
376;Egylábos Kettlebell Halott Felhúzás;pull;intermediate;compound;Kettlebell;[5];"[13; 11]";"[Az egyik kezében tartsa a vízforralót a fogantyúnál. Álljon az egyik lábon; ugyanazon az oldalon, ahol tartja a kettlebellet. „; „Tartsa a térdet kissé hajlítva; hajlítsa meg a csípőbe hajlítva merev lábát; nyúld ki magad mögött a szabad lábát az egyensúly érdekében. „; „Folytassa a vízforraló leengedését, amíg párhuzamos nem lesz a talajjal; majd térjen vissza függőleges helyzetbe.]";strength;"[""Kettlebell_One-Legged_Deadlift/0.jpg""; ""Kettlebell_One-Legged_Deadlift/1.jpg""]";Kettlebell_One-Legged_Deadlift
377;Kettlebell Átadás A Lábak Közt;pull;intermediate;compound;Kettlebell;[3];"[13; 5; 2]";"[Helyezzen egy vízforralót a lábai közé, és kényelmes állást foglaljon el. Hajoljon meg úgy, hogy kinyomja a fenekét, és síkban tartsa a hátát. „; „Vedd fel egy vízforralót, és add át a másik kezednek a lábad között; úgy, mint egy\ W\”. Menj oda-vissza több ismétléshez.”";strength;"[""Kettlebell_Pass_Between_The_Legs/0.jpg""; ""Kettlebell_Pass_Between_The_Legs/1.jpg""]";Kettlebell_Pass_Between_The_Legs
378;Kettlebell Kalózhajók;push;beginner;compound;Kettlebell;[2];[3];"[Széles állással; tartsa mindkét kezével a vízforralót. Hagyja, hogy derék szintjén lógjon kinyújtott karjaival. Ez lesz a kiindulási pozíciód. „; „Indítsa el a mozgást úgy, hogy egyik oldalra fordítva; a vízforralót a fej magasságáig lengesse. Röviden szüneteljen a mozgás tetején. „; „Hagyja, hogy a csengő lehulljon, miközben forog az ellenkező oldalra; ismét emelje fel a kettlebellet a fejmagasságra. „; „Ismételje meg a kívánt mennyiségű ismétlést.]";strength;"[""Kettlebell_Pirate_Ships/0.jpg""; ""Kettlebell_Pirate_Ships/1.jpg""]";Kettlebell_Pirate_Ships
379;Kettlebell Pisztoly Guggolás;push;expert;compound;Kettlebell;[1];"[10; 13; 5; 2]";"[Vedd fel a kettlebell-t két kezével, és tartsa a szarvaknál. Tartsa le az egyik lábát a padlóról, és guggoljon le a másikon. „; „Guggolj le a térdet hajlítva, és hátra ülve a csípőjével; a kettlebell-et magad előtt tartva. „; „Tartsa az alsó helyzetet egy másodpercig, majd fordítsa meg a mozgást; haladva át a sarokon, és tartsa felfelé a fejét és a mellkasát. „; „Engedje le újra és ismételje meg.]";strength;"[""Kettlebell_Pistol_Squat/0.jpg""; ""Kettlebell_Pistol_Squat/1.jpg""]";Kettlebell_Pistol_Squat
380;Ülő Kettlebell Nyomás;push;intermediate;compound;Kettlebell;[2];[6];"[Üljön a padlóra, és kényelmesen terítse ki a lábát. „; „Tisztítsa meg egy vízforralót a vállához. „; „Nyomja fel és ki a vízforralót addig, amíg fel nem záródik a fölött. Térjen vissza a kiindulási helyzetbe. ]";strength;"[""Kettlebell_Seated_Press/0.jpg""; ""Kettlebell_Seated_Press/1.jpg""]";Kettlebell_Seated_Press
381;Kettlebell Ingó Nyomás;push;intermediate;compound;Kettlebell;[2];[6];"[Tisztítsa meg két vízforralót a válladon. „; „Nyomja meg egy kettlebell-et. „; „Engedje le a vízforralót, és azonnal nyomja meg a másik kettlebellt. Ügyeljen arra, hogy mindkét oldalon ugyanannyi ismétlést végezzen. ]";strength;"[""Kettlebell_Seesaw_Press/0.jpg""; ""Kettlebell_Seesaw_Press/1.jpg""]";Kettlebell_Seesaw_Press
382;Kettlebell Sumo Magas Húzás;pull;intermediate;compound;Kettlebell;[14];"[15; 13; 5; 1; 2]";"[Helyezzen egy vízforralót a földre a lábad közé. Helyezze a lábát széles állásba; és fogja meg két kezével a kettlebell-t. Helyezze hátra a csípőjét, amennyire csak lehetséges; hajlított térdével. Tartsa fel a mellkasát és a fejét. Ez lesz a kiindulási pozíciód. „; „Kezdje a csípő és a térd kinyújtásával; egyidejűleg húzza a kettlebellet a vállához; emelje fel könyökét, miközben ezt teszi. Fordítsa meg a mozgást, hogy visszatérjen a kiindulási helyzetbe. ]";strength;"[""Kettlebell_Sumo_High_Pull/0.jpg""; ""Kettlebell_Sumo_High_Pull/1.jpg""]";Kettlebell_Sumo_High_Pull
383;Kettlebell Toló Nyomás;push;intermediate;compound;Kettlebell;[2];"[1; 6]";"[Tisztítsa meg két vízforralót a vállához. Tisztítsa meg a kettlebelleket a válláig a lábakon és a csípőn keresztül nyújtva, miközben a kettlebelleket a válla felé húzza. Forgassa el a csuklóját, miközben ezt teszi. Ez lesz a kiindulási pozíciód. „; „Kezdje guggolni úgy, hogy hajlítja a csípőjét és a térdét; engedje le a csípőjét a lábai között. Tartsa egyenesen, egyenes hátát, amint leereszkedsz, amennyire csak tudsz. „; „Alul; fordítsa meg az irányt és guggoljon a térded és a csípő kinyújtásával; a sarkon keresztül haladva. Ennek során nyomja meg mindkét kettlebellt fölé úgy, hogy egyenesen felfelé nyújtja a karjait; a guggolás lendületének felhasználásával segítsen felfelé húzni a súlyokat. „; „Ahogy elkezdjei a következő ismétlést, tegye vissza a súlyokat a vállakra.]";strength;"[""Kettlebell_Thruster/0.jpg""; ""Kettlebell_Thruster/1.jpg""]";Kettlebell_Thruster
384;Kettlebell Török Felállás (Kitöréses változat);push;intermediate;compound;Kettlebell;[2];"[3; 5; 1; 6]";"[Feküdjön a hátán a padlón, és nyomja meg a vízforralót a felső helyzetbe a könyök kinyújtásával. Hajlítsa meg a térdet ugyanazon az oldalon, mint a kettlebell. „; „A vízforraló csengőt mindig zárva tartva tartva; forduljon az ellenkező oldalra, és használja a nem működő karját, hogy segítsen előrelépni a lehajtási helyzetbe. Szabad kezével nyomja magát ülő helyzetbe, majd haladjon az egyik térdre. „; „Miközben felnéz a kettlebellre; lassan álljon fel. Fordítsa vissza a mozgást a kiindulási helyzetbe, és ismételje meg. ]";strength;"[""Kettlebell_Turkish_Get-Up_Lunge_style/0.jpg""; ""Kettlebell_Turkish_Get-Up_Lunge_style/1.jpg""]";Kettlebell_Turkish_Get-Up_Lunge_style
385;Kettlebell Török Felállás (Guggolós változat);push;intermediate;compound;Kettlebell;[2];"[3; 10; 5; 1; 6]";"[Feküdjön a hátán a padlón, és nyomja meg a vízforralót a felső helyzetbe a könyök kinyújtásával. Hajlítsa meg a térdet ugyanazon az oldalon, mint a kettlebell. „; „A vízforraló csengőt mindig zárva tartva tartva; forduljon az ellenkező oldalra, és használja a nem működő karját, hogy segítsen előrelépni a lehajtási helyzetbe. „; „Szabad kezeddel nyomja magát ülő helyzetbe, majd haladjon a lábadhoz. Miközben felnéz a kettlebellre; lassan álljon fel. Fordítsa vissza a mozgást a kiindulási helyzetbe, és ismételje meg. ]";strength;"[""Kettlebell_Turkish_Get-Up_Squat_style/0.jpg""; ""Kettlebell_Turkish_Get-Up_Squat_style/1.jpg""]";Kettlebell_Turkish_Get-Up_Squat_style
386;Kettlebell Szélmalom;pull;intermediate;compound;Kettlebell;[3];"[13; 5; 2; 6]";"[Helyezzen egy vízforralót az ólomláb elé, és tisztítsa meg és nyomja meg a másik karjával. Tisztítsa meg a kettlebell-et a vállához úgy, hogy a lábakon és a csípőn keresztül húzza, miközben a kettlebellet a válla felé húzza. Ennek során forgassa el a csuklóját; úgy, hogy a tenyér előre nézzen. Nyomja meg a fejre a könyök meghosszabbításával. „; „A vízforralót mindig zárva tartva; nyomja ki a fenekét a zárt vízforraló irányába. Fordítsa ki a lábát negyvenöt fokos szögben a kartól a zárt vízforralóval. A csípőnél az egyik oldalra hajlítás; a feneke kinyújtása; lassan hajoljon, amíg szabad kezével meg nem érheti a padlót. Tartsa szemét a kettlebellre, amelyet mindig a feje fölött tart. „; „Szüneteljen egy másodpercig, miután elérte a talajt, és fordítsa vissza a mozgást a kiindulási helyzetbe.]";strength;"[""Kettlebell_Windmill/0.jpg""; ""Kettlebell_Windmill/1.jpg""]";Kettlebell_Windmill
387;Kipping Muscle Up;pull;intermediate;compound;egyéb;[8];"[3; 7; 12; 9; 2; 14; 6]";"[Fogja meg a gyűrűket hamis markolattal; tenyerének aljával a gyűrűk tetején. „; „Kezdje egy mozdulattal, amely kissé hátrafelé fordítja a lábát. „; „Ellenőrizze ezt a mozgást úgy, hogy előre és felfelé lengeti a lábát; hátrarángatja az állát és a mellkasát; mindkét karjával felhúzza magát, miközben ezt teszi. Ahogy eléri a felhúzás felső pozícióját; húzza a gyűrűket a hónaljjához, miközben a vállait előre gördíti; hagyja, hogy könyöke egyenesen hátra mozogjon mögötted. Ez a megfelelő helyzetbe helyezi, hogy folytasson a mozgás merülő részébe. „; „Az irányítás és a stabilitás fenntartása; nyúljon át a könyökön a mozgás befejezéséhez. „; „Legyen óvatos, amikor leereszti magát a földre.]";strength;"[""Kipping_Muscle_Up/0.jpg""; ""Kipping_Muscle_Up/1.jpg""]";Kipping_Muscle_Up
388;Térd Áthúzása;static;beginner;;;[13];"[16; 11]";"[Feküdjön le a padlóra egyenesen a jobb lábával. Hajlítsa meg bal lábát, és engedje le a testén; jobb kezével a térdet a padló felé tartva. (A térdnek nem kell megérintenie a padlót, ha feszes vagy. )”; „Helyezze a bal karját kényelmesen mellé, és fordítsa balra a fejét. Képzelje el, hogy egy súly van kötve a farokcsonthoz. Hagyja, hogy a farokcsontja visszaesjen a padló felé, miközben a mellkasa ellenkező irányba nyúlik, hogy kinyújtsa a hát alsó részét. Oldalváltás. ]";stretching;"[""Knee_Across_The_Body/0.jpg""; ""Knee_Across_The_Body/1.jpg""]";Knee_Across_The_Body
389;Térdkörzés;pull;beginner;compound;saját testsúlyos;[10];"[5; 1]";"[Álljon össze a lábával és a kezekkel a deréka mellett. „; „Most mozgassa térdét körkörös mozdulatokkal, miközben normálisan lélegzel. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";stretching;"[""Knee_Circles/0.jpg""; ""Knee_Circles/1.jpg""]";Knee_Circles
390;Térd/Csípő Emelés Párhuzamos Rúdokon;pull;beginner;isolation;egyéb;[3];[];"[Helyezze testét a függőleges lábpadra úgy, hogy az alkarjai a törzs melletti párnákon nyugszanak, és a fogantyúkat tartsák. A karjai 90 fokos szögben hajlanak. „; „A törzsnek egyenesnek kell lennie, a hát alsó részét a gép párnájához kell nyomva, és a lábakat a padló felé kell nyújtani. Ez lesz a kiindulási pozíciód. „; „Most, amikor kilélegzel, emelje fel a lábaidat, miközben kinyújtod őket. Folytassa ezt a mozgást addig, amíg a lábai nagyjából párhuzamosak a padlóval, majd tartsa egy másodpercig az összehúzódást. Tipp: A gyakorlat végrehajtása során ne használjon lendületet vagy lengést. „; „Lassan menjen vissza a kiindulási helyzetbe, miközben belélegzel. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Knee_Hip_Raise_On_Parallel_Bars/0.jpg""; ""Knee_Hip_Raise_On_Parallel_Bars/1.jpg""]";Knee_Hip_Raise_On_Parallel_Bars
391;Térdbehúzós Ugrás;push;beginner;compound;saját testsúlyos;[5];"[16; 15; 10; 13; 1]";"[Kezdje kényelmes álló helyzetben, kissé hajlított térdével. Tartsa a kezét előtted; tenyerével lefelé, ujjaival mellkasi magasságban. Ez lesz a kiindulási pozíciód. „; „Gyorsan belemerüljön egy negyed guggolásba, és azonnal felrobban felfelé. Hajtsa a térdeket a mellkas felé, próbálja megérinteni őket a tenyeréhez. „; „Ugorj olyan magasra, amennyire csak tudsz; emelje fel a térdedet; aztán gondoskodjon arról, hogy egy jó föld újra kinyújtsa a lábakat; elnyeli az ütközést, és lehetővé teszi a térdek visszapadását.]";plyometrics;"[""Knee_Tuck_Jump/0.jpg""; ""Knee_Tuck_Jump/1.jpg""]";Knee_Tuck_Jump
392;Térdelő Kargyakorlat;pull;beginner;;;[2];[3];"[Ez a fúró segít növelni a kar hatékonyságát a futás során. Kezdjen térdelni; bal láb elöl; jobb térd le. Vigyen nyomást az elülső sarokon, hogy aktiválódjon a glutes és a hamstringek. „; „Kezdje azzal, hogy hosszúan blokkolja a karokat; inga, mint a hinták. Zárja be a karszöget; blokkolás a karokkal, ahogy kocogás közben tenné; haladjon a futáshoz és végül egy sprintre. „; „Amint a kezeid áthaladnak a csípőn; gyorsítsa fel őket előre a sprintmozgás során, hogy a lehető leggyorsabban mozgassa őket. „; „Térdváltás és ismételje meg.]";plyometrics;"[""Kneeling_Arm_Drill/0.jpg""; ""Kneeling_Arm_Drill/1.jpg""]";Kneeling_Arm_Drill
393;Térdelő Kábel Hasprés Váltott Oldalcsavarással;pull;beginner;isolation;kábel;[3];[];"[Csatlakoztassa a kötélrögzítőt egy magas tárcsákábelhez, és helyezze el a szőnyeget a padlóra előtte. „; „Fogja meg a kötelet mindkét kezével, és térdeljen körülbelül két lábbal hátra a toronytól. „; „Helyezze a kötelet a feje mögé, kezével a füléhez. „; „Tartsa a kezét ugyanazon a helyen; húzza meg a hasmadát, és ropogós mozdulattal húzza lefelé a kötelet, amíg a könyöke el nem éri a térdét. „; „Röviden szüneteljen az alján, és lassan és ellenőrzött módon emelkedjen fel, amíg el nem éri a kiindulási pozíciót. „; „Ismételje meg ugyanazt a lefelé irányuló mozgást, amíg félig le nem érsz; ekkor elkezdjei forgatni az egyik könyökét az ellenkező térdre. „; „Ismét; röviden szüneteljen az alján, és lassan és ellenőrzött módon emelkedjen fel, amíg el nem éri a kiindulási pozíciót. „; „Ismételje meg ugyanazt a mozgást, mint korábban; de váltsa fel a másik könyökét az ellenkező térdre. „; „Folytassa ezt a mozgássorozatot kudarcra.]";strength;"[""Kneeling_Cable_Crunch_With_Alternating_Oblique_Twists/0.jpg""; ""Kneeling_Cable_Crunch_With_Alternating_Oblique_Twists/1.jpg""]";Kneeling_Cable_Crunch_With_Alternating_Oblique_Twists
394;Térdelő Kábel tricepsz Kiterjesztés;push;intermediate;isolation;kábel;[6];[];"[Helyezzen egy padot oldalra egy magas tárcsás gép elé. „; „Tartson egy egyenes rúdtartót a feje fölött úgy, hogy a kezével körülbelül 6 hüvelyk távolságra van egymástól, tenyerével lefelé nézve. „; „Forduljon el a géptől, és térdeljen. „; „Helyezze a fejét és a felkarja hátulját a padra. A könyökét úgy kell hajlítani, hogy az alkarok a magas szíjtárcsa felé mutassanak. Ez lesz a kiindulási pozíciód. „; „Miközben a felkarját mindig közel tartsa a fejéhez, könyökkel befelé tartva; félkör alakú mozdulatokkal nyomja ki a rudat, amíg a könyök nem záródik, és a karjai párhuzamosak a padlóval. Keményen húzza meg a tricepszet, és tartsa ezt a pozíciót egy másodpercig. Lélegezzen ki, miközben ezt a mozgást hajtja végre. „; „Lassan térjen vissza a kiindulási helyzetbe, miközben belélegzel. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Kneeling_Cable_Triceps_Extension/0.jpg""; ""Kneeling_Cable_Triceps_Extension/1.jpg""]";Kneeling_Cable_Triceps_Extension
